Symbol,Price,Day
AEFES,"14,5",2025-09-08
KOZAL,"24,2",2025-09-05
ASTOR,113,2025-09-05
FROTO,107,2025-09-05
BIMAS,515,2025-09-05
TUPRS,"167,5",2025-09-05
ENKAI,"69,2",2025-09-05
ASELS,175,2025-09-05
THYAO,"319,5",2025-09-05
TAVHL,243,2025-09-05
GARAN,"138,8",2025-09-05
SASA,"4,43",2025-09-05
TCELL,"90,05",2025-09-05
TTKOM,"52,9",2025-09-05
GUBRF,"269,5",2025-09-05
MGROS,"454,43",2025-09-05
EKGYO,"19,51",2025-09-05
SISE,"37,68",2025-09-05
EREGL,"27,34",2025-09-05
CIMSA,"45,06",2025-09-05
TOASO,"225,1",2025-09-05
ISCTR,"13,69",2025-09-05
PETKM,"18,18",2025-09-05
KRDMD,"26,74",2025-09-05
KCHOL,168,2025-09-05
YKBNK,"30,3",2025-09-05
ULKER,105,2025-09-05
AKBNK,"62,45",2025-09-05
SAHOL,"85,8",2025-09-05
PGSUS,"225,9",2025-09-05
AEFES,"14,9",2025-09-05
ASTOR,"117,9",2025-09-04
KOZAL,"23,78",2025-09-04
TUPRS,"168,8",2025-09-04
ASELS,182,2025-09-04
BIMAS,516,2025-09-04
GUBRF,281,2025-09-04
THYAO,"322,5",2025-09-04
EREGL,"28,18",2025-09-04
ENKAI,"69,1",2025-09-04
TAVHL,"243,5",2025-09-04
TCELL,"90,5",2025-09-04
SISE,"38,16",2025-09-04
SASA,"4,43",2025-09-04
CIMSA,"46,06",2025-09-04
GARAN,"138,4",2025-09-04
MGROS,"457,41",2025-09-04
FROTO,"104,6",2025-09-04
KRDMD,"27,38",2025-09-04
EKGYO,"19,32",2025-09-04
TTKOM,"52,85",2025-09-04
TOASO,"227,5",2025-09-04
KCHOL,"170,2",2025-09-04
PETKM,"18,45",2025-09-04
PGSUS,"231,1",2025-09-04
ULKER,"106,1",2025-09-04
SAHOL,"87,5",2025-09-04
AEFES,"15,38",2025-09-04
YKBNK,"30,22",2025-09-04
ISCTR,"13,58",2025-09-04
AKBNK,"61,6",2025-09-04
TUPRS,"170,9",2025-09-03
GUBRF,287,2025-09-03
THYAO,"329,25",2025-09-03
KOZAL,"23,82",2025-09-03
ASTOR,"112,1",2025-09-03
ASELS,"178,8",2025-09-03
EREGL,"28,5",2025-09-03
BIMAS,"510,5",2025-09-03
TAVHL,"244,8",2025-09-03
FROTO,"105,2",2025-09-03
ENKAI,"68,5",2025-09-03
SASA,"4,52",2025-09-03
TCELL,"90,65",2025-09-03
SISE,"38,26",2025-09-03
MGROS,"454,18",2025-09-03
TOASO,228,2025-09-03
CIMSA,"45,26",2025-09-03
GARAN,"133,8",2025-09-03
EKGYO,"19,08",2025-09-03
TTKOM,"52,7",2025-09-03
ULKER,"105,6",2025-09-03
PGSUS,231,2025-09-03
KCHOL,"167,9",2025-09-03
PETKM,"18,52",2025-09-03
AEFES,"15,45",2025-09-03
KRDMD,"26,9",2025-09-03
AKBNK,"60,8",2025-09-03
SAHOL,"86,1",2025-09-03
ISCTR,"13,11",2025-09-03
YKBNK,"29,24",2025-09-03
GUBRF,"285,5",2025-09-02
TUPRS,"170,1",2025-09-02
ASTOR,112,2025-09-02
THYAO,"327,5",2025-09-02
EKGYO,"20,7",2025-09-02
EREGL,"28,52",2025-09-02
BIMAS,"509,5",2025-09-02
SASA,"4,62",2025-09-02
KOZAL,"23,26",2025-09-02
ENKAI,"68,8",2025-09-02
GARAN,"140,6",2025-09-02
AKBNK,"66,05",2025-09-02
ASELS,"174,2",2025-09-02
SISE,"38,92",2025-09-02
TOASO,"232,6",2025-09-02
CIMSA,"46,66",2025-09-02
TCELL,"91,2",2025-09-02
YKBNK,"31,58",2025-09-02
TAVHL,241,2025-09-02
FROTO,"104,9",2025-09-02
MGROS,"459,89",2025-09-02
KCHOL,"172,3",2025-09-02
PETKM,"18,64",2025-09-02
ULKER,"107,8",2025-09-02
PGSUS,"235,6",2025-09-02
AEFES,"15,74",2025-09-02
SAHOL,"89,1",2025-09-02
ISCTR,"13,81",2025-09-02
TTKOM,"52,6",2025-09-02
KRDMD,"27,14",2025-09-02
ASTOR,"118,7",2025-09-01
GUBRF,"292,25",2025-09-01
EREGL,"29,84",2025-09-01
TUPRS,"173,2",2025-09-01
THYAO,"337,5",2025-09-01
EKGYO,"21,18",2025-09-01
AKBNK,"69,2",2025-09-01
KOZAL,"24,28",2025-09-01
ENKAI,"72,95",2025-09-01
BIMAS,"529,5",2025-09-01
TOASO,"246,9",2025-09-01
GARAN,146,2025-09-01
KCHOL,"184,1",2025-09-01
SASA,"4,58",2025-09-01
YKBNK,"33,42",2025-09-01
FROTO,"110,8",2025-09-01
AEFES,"17,07",2025-09-01
ISCTR,"14,83",2025-09-01
ASELS,"178,5",2025-09-01
SISE,"40,58",2025-09-01
PETKM,"19,9",2025-09-01
SAHOL,"95,15",2025-09-01
ULKER,"114,6",2025-09-01
TAVHL,251,2025-09-01
CIMSA,"47,88",2025-09-01
KRDMD,"28,72",2025-09-01
MGROS,"473,79",2025-09-01
TCELL,"93,25",2025-09-01
PGSUS,246,2025-09-01
TTKOM,"54,35",2025-09-01
GUBRF,"291,5",2025-08-29
ASTOR,"118,1",2025-08-29
EREGL,"29,86",2025-08-29
TOASO,"250,25",2025-08-29
TUPRS,"172,2",2025-08-29
BIMAS,530,2025-08-29
ENKAI,"73,15",2025-08-29
SASA,"4,69",2025-08-29
ISCTR,"15,05",2025-08-29
THYAO,335,2025-08-29
ASELS,"183,3",2025-08-29
EKGYO,"20,7",2025-08-29
KOZAL,"24,06",2025-08-29
KCHOL,"183,3",2025-08-29
AKBNK,"68,25",2025-08-29
PETKM,20,2025-08-29
FROTO,"111,7",2025-08-29
KRDMD,"29,4",2025-08-29
MGROS,"482,22",2025-08-29
TAVHL,"253,5",2025-08-29
GARAN,"144,1",2025-08-29
SISE,"40,7",2025-08-29
AEFES,"16,92",2025-08-29
YKBNK,"32,88",2025-08-29
CIMSA,"48,4",2025-08-29
SAHOL,"94,2",2025-08-29
ULKER,"113,4",2025-08-29
TCELL,"94,8",2025-08-29
TTKOM,"55,55",2025-08-29
PGSUS,249,2025-08-29
GUBRF,"293,75",2025-08-28
TOASO,"254,5",2025-08-28
SASA,"4,83",2025-08-28
PETKM,"20,96",2025-08-28
ASELS,"183,8",2025-08-28
TUPRS,171,2025-08-28
THYAO,340,2025-08-28
BIMAS,536,2025-08-28
EREGL,"29,8",2025-08-28
AKBNK,"69,5",2025-08-28
ISCTR,"15,14",2025-08-28
TTKOM,"58,4",2025-08-28
EKGYO,"20,84",2025-08-28
KCHOL,"184,8",2025-08-28
KRDMD,"29,82",2025-08-28
KOZAL,"24,26",2025-08-28
GARAN,"145,8",2025-08-28
YKBNK,"33,3",2025-08-28
FROTO,"111,8",2025-08-28
SAHOL,"95,95",2025-08-28
TCELL,"96,75",2025-08-28
TAVHL,"259,75",2025-08-28
AEFES,"17,32",2025-08-28
ULKER,117,2025-08-28
ASTOR,"113,7",2025-08-28
CIMSA,"48,9",2025-08-28
ENKAI,"71,95",2025-08-28
MGROS,"485,95",2025-08-28
SISE,"40,74",2025-08-28
PGSUS,"252,75",2025-08-28
SASA,"4,89",2025-08-27
PETKM,"21,48",2025-08-27
TTKOM,"60,65",2025-08-27
GUBRF,290,2025-08-27
EKGYO,"21,16",2025-08-27
TOASO,"247,7",2025-08-27
TCELL,"99,6",2025-08-27
TUPRS,"171,1",2025-08-27
FROTO,"113,4",2025-08-27
ISCTR,"15,11",2025-08-27
EREGL,"29,58",2025-08-27
ASELS,"183,3",2025-08-27
KCHOL,"185,8",2025-08-27
THYAO,"338,75",2025-08-27
BIMAS,"530,5",2025-08-27
AKBNK,69,2025-08-27
KRDMD,"29,68",2025-08-27
KOZAL,"24,06",2025-08-27
SAHOL,"96,1",2025-08-27
CIMSA,"49,3",2025-08-27
ULKER,117,2025-08-27
YKBNK,"33,32",2025-08-27
GARAN,"145,1",2025-08-27
AEFES,"17,25",2025-08-27
ASTOR,"112,4",2025-08-27
TAVHL,"258,75",2025-08-27
SISE,"40,94",2025-08-27
ENKAI,72,2025-08-27
MGROS,"487,44",2025-08-27
PGSUS,255,2025-08-27
SASA,"5,16",2025-08-26
PETKM,"21,58",2025-08-26
FROTO,"118,3",2025-08-26
GUBRF,295,2025-08-26
TTKOM,"61,4",2025-08-26
TOASO,"253,25",2025-08-26
KRDMD,"30,48",2025-08-26
KCHOL,"190,4",2025-08-26
ASELS,"185,5",2025-08-26
EKGYO,"21,04",2025-08-26
AKBNK,"70,5",2025-08-26
TUPRS,"171,6",2025-08-26
KOZAL,"24,86",2025-08-26
THYAO,"343,5",2025-08-26
ISCTR,"15,31",2025-08-26
TCELL,"99,8",2025-08-26
EREGL,"29,68",2025-08-26
BIMAS,536,2025-08-26
YKBNK,"34,08",2025-08-26
CIMSA,"50,55",2025-08-26
GARAN,"148,8",2025-08-26
SISE,"42,06",2025-08-26
SAHOL,"98,05",2025-08-26
ASTOR,"116,3",2025-08-26
ULKER,"118,6",2025-08-26
AEFES,"17,51",2025-08-26
ENKAI,"73,25",2025-08-26
MGROS,"491,66",2025-08-26
PGSUS,258,2025-08-26
TAVHL,"259,5",2025-08-26
SASA,"5,25",2025-08-25
PETKM,"21,84",2025-08-25
KRDMD,"31,18",2025-08-25
EKGYO,"21,24",2025-08-25
TOASO,255,2025-08-25
GUBRF,"292,25",2025-08-25
FROTO,"115,7",2025-08-25
TUPRS,"172,8",2025-08-25
KOZAL,"25,1",2025-08-25
SISE,"43,68",2025-08-25
TTKOM,"59,7",2025-08-25
KCHOL,"189,1",2025-08-25
ULKER,"120,5",2025-08-25
ISCTR,"15,15",2025-08-25
TCELL,"99,05",2025-08-25
EREGL,"29,66",2025-08-25
SAHOL,"98,65",2025-08-25
GARAN,"148,1",2025-08-25
AEFES,"17,67",2025-08-25
ASTOR,"115,9",2025-08-25
YKBNK,"33,92",2025-08-25
AKBNK,"69,25",2025-08-25
THYAO,"338,25",2025-08-25
TAVHL,"263,5",2025-08-25
ASELS,"180,2",2025-08-25
ENKAI,"74,1",2025-08-25
BIMAS,"526,5",2025-08-25
CIMSA,"49,66",2025-08-25
PGSUS,"261,25",2025-08-25
MGROS,"496,12",2025-08-25
SASA,"4,78",2025-08-22
PETKM,"20,82",2025-08-22
KRDMD,"30,82",2025-08-22
EKGYO,"21,36",2025-08-22
FROTO,"114,5",2025-08-22
SISE,"43,1",2025-08-22
TUPRS,"172,7",2025-08-22
ULKER,121,2025-08-22
GUBRF,"285,75",2025-08-22
TOASO,246,2025-08-22
ISCTR,"15,26",2025-08-22
ASELS,"181,5",2025-08-22
KOZAL,"24,7",2025-08-22
EREGL,"29,4",2025-08-22
YKBNK,"34,26",2025-08-22
KCHOL,"186,3",2025-08-22
ASTOR,"115,4",2025-08-22
GARAN,"149,6",2025-08-22
AKBNK,"69,85",2025-08-22
THYAO,"337,5",2025-08-22
AEFES,"17,74",2025-08-22
SAHOL,"97,65",2025-08-22
TTKOM,"58,05",2025-08-22
TCELL,"97,85",2025-08-22
ENKAI,"73,2",2025-08-22
TAVHL,"261,5",2025-08-22
BIMAS,"523,5",2025-08-22
CIMSA,"49,34",2025-08-22
PGSUS,"260,5",2025-08-22
MGROS,"495,38",2025-08-22
PETKM,"20,16",2025-08-21
FROTO,"114,2",2025-08-21
KRDMD,"30,3",2025-08-21
SASA,"4,35",2025-08-21
ASTOR,"117,8",2025-08-21
AEFES,"17,95",2025-08-21
EKGYO,"20,78",2025-08-21
TOASO,"247,5",2025-08-21
EREGL,"29,56",2025-08-21
SISE,"42,74",2025-08-21
ASELS,"180,3",2025-08-21
GUBRF,"284,5",2025-08-21
ISCTR,"15,15",2025-08-21
TCELL,99,2025-08-21
TUPRS,"168,4",2025-08-21
KCHOL,"185,9",2025-08-21
THYAO,337,2025-08-21
ULKER,"120,2",2025-08-21
TAVHL,"264,25",2025-08-21
GARAN,"148,1",2025-08-21
TTKOM,"58,4",2025-08-21
CIMSA,"50,05",2025-08-21
ENKAI,74,2025-08-21
YKBNK,"33,8",2025-08-21
KOZAL,"24,3",2025-08-21
SAHOL,"97,55",2025-08-21
AKBNK,"68,25",2025-08-21
BIMAS,529,2025-08-21
PGSUS,"261,75",2025-08-21
MGROS,"496,37",2025-08-21
FROTO,114,2025-08-20
PETKM,"19,72",2025-08-20
ASTOR,"116,1",2025-08-20
SASA,"3,96",2025-08-20
SISE,"41,92",2025-08-20
EREGL,"29,3",2025-08-20
KRDMD,"29,44",2025-08-20
THYAO,"338,75",2025-08-20
AEFES,"17,83",2025-08-20
ASELS,"181,5",2025-08-20
TOASO,242,2025-08-20
EKGYO,"20,12",2025-08-20
TAVHL,"263,5",2025-08-20
KCHOL,"182,9",2025-08-20
TCELL,"97,65",2025-08-20
ENKAI,"73,15",2025-08-20
GUBRF,"272,25",2025-08-20
CIMSA,"49,2",2025-08-20
GARAN,"145,9",2025-08-20
TUPRS,164,2025-08-20
YKBNK,"33,08",2025-08-20
ULKER,"115,2",2025-08-20
ISCTR,"14,66",2025-08-20
KOZAL,"23,64",2025-08-20
TTKOM,"56,7",2025-08-20
SAHOL,"95,5",2025-08-20
PGSUS,"258,75",2025-08-20
BIMAS,513,2025-08-20
AKBNK,"67,2",2025-08-20
MGROS,"489,67",2025-08-20
SASA,"4,27",2025-08-19
ASTOR,"116,6",2025-08-19
FROTO,111,2025-08-19
EREGL,"29,36",2025-08-19
THYAO,"338,5",2025-08-19
SISE,"41,48",2025-08-19
AEFES,"17,49",2025-08-19
PETKM,"18,59",2025-08-19
KRDMD,"28,54",2025-08-19
EKGYO,"20,12",2025-08-19
GUBRF,"270,25",2025-08-19
TOASO,"235,5",2025-08-19
ENKAI,"71,7",2025-08-19
KCHOL,"179,3",2025-08-19
TAVHL,"260,25",2025-08-19
KOZAL,"23,5",2025-08-19
ASELS,"172,4",2025-08-19
TCELL,"95,2",2025-08-19
TUPRS,"160,2",2025-08-19
CIMSA,"48,42",2025-08-19
PGSUS,"256,75",2025-08-19
ULKER,"114,2",2025-08-19
GARAN,143,2025-08-19
ISCTR,"14,44",2025-08-19
TTKOM,"55,9",2025-08-19
YKBNK,"32,38",2025-08-19
BIMAS,509,2025-08-19
SAHOL,"93,9",2025-08-19
AKBNK,"65,85",2025-08-19
MGROS,"482,97",2025-08-19
SASA,"4,29",2025-08-18
SISE,"42,5",2025-08-18
THYAO,334,2025-08-18
ASTOR,111,2025-08-18
EREGL,"28,78",2025-08-18
PETKM,"18,55",2025-08-18
GUBRF,277,2025-08-18
TOASO,"237,5",2025-08-18
FROTO,107,2025-08-18
ENKAI,"73,4",2025-08-18
KRDMD,"28,4",2025-08-18
AEFES,"17,1",2025-08-18
ULKER,"116,4",2025-08-18
KOZAL,"23,72",2025-08-18
KCHOL,"179,5",2025-08-18
BIMAS,524,2025-08-18
TUPRS,"161,1",2025-08-18
TCELL,"94,1",2025-08-18
ASELS,"171,7",2025-08-18
PGSUS,"256,5",2025-08-18
AKBNK,"66,5",2025-08-18
CIMSA,"48,16",2025-08-18
ISCTR,"14,42",2025-08-18
TAVHL,252,2025-08-18
EKGYO,"19,12",2025-08-18
YKBNK,"32,36",2025-08-18
SAHOL,"93,95",2025-08-18
TTKOM,"55,3",2025-08-18
GARAN,141,2025-08-18
MGROS,"490,91",2025-08-18
SASA,"3,9",2025-08-15
ASTOR,"110,89",2025-08-15
THYAO,331,2025-08-15
ENKAI,"73,3",2025-08-15
GUBRF,274,2025-08-15
AEFES,"17,3",2025-08-15
TOASO,"235,5",2025-08-15
PETKM,"18,29",2025-08-15
SISE,"39,98",2025-08-15
FROTO,"105,2",2025-08-15
EREGL,"27,66",2025-08-15
ULKER,"116,2",2025-08-15
TUPRS,"162,7",2025-08-15
KOZAL,"23,34",2025-08-15
KCHOL,"178,1",2025-08-15
AKBNK,"67,2",2025-08-15
TCELL,"94,75",2025-08-15
BIMAS,523,2025-08-15
KRDMD,"27,38",2025-08-15
SAHOL,95,2025-08-15
YKBNK,"32,64",2025-08-15
TTKOM,"55,9",2025-08-15
GARAN,"142,9",2025-08-15
ISCTR,"14,52",2025-08-15
ASELS,"170,4",2025-08-15
PGSUS,"257,75",2025-08-15
CIMSA,"47,86",2025-08-15
EKGYO,"19,15",2025-08-15
TAVHL,"251,75",2025-08-15
MGROS,"492,65",2025-08-15
ASTOR,"113,26",2025-08-14
SASA,"3,55",2025-08-14
THYAO,326,2025-08-14
GUBRF,"270,5",2025-08-14
TOASO,236,2025-08-14
SISE,"39,6",2025-08-14
ENKAI,"71,7",2025-08-14
ULKER,"115,9",2025-08-14
EREGL,"27,62",2025-08-14
FROTO,"104,8",2025-08-14
PETKM,"17,93",2025-08-14
BIMAS,531,2025-08-14
AEFES,"16,6",2025-08-14
SAHOL,"96,85",2025-08-14
KRDMD,"27,72",2025-08-14
TTKOM,"56,35",2025-08-14
TCELL,"94,6",2025-08-14
GARAN,"144,6",2025-08-14
KOZAL,"23,24",2025-08-14
KCHOL,"177,6",2025-08-14
AKBNK,"66,75",2025-08-14
TUPRS,160,2025-08-14
YKBNK,"32,76",2025-08-14
ASELS,170,2025-08-14
PGSUS,"252,75",2025-08-14
TAVHL,"250,25",2025-08-14
EKGYO,"18,95",2025-08-14
CIMSA,48,2025-08-14
ISCTR,"14,44",2025-08-14
MGROS,"496,37",2025-08-14
ASTOR,"111,18",2025-08-13
THYAO,"324,25",2025-08-13
SASA,"3,5",2025-08-13
ENKAI,"73,25",2025-08-13
AEFES,"17,16",2025-08-13
TOASO,237,2025-08-13
GUBRF,"272,75",2025-08-13
TCELL,"97,75",2025-08-13
SAHOL,"98,95",2025-08-13
FROTO,"105,1",2025-08-13
TTKOM,"57,9",2025-08-13
EREGL,"27,86",2025-08-13
KRDMD,"28,34",2025-08-13
AKBNK,"68,35",2025-08-13
KOZAL,"23,44",2025-08-13
SISE,"39,16",2025-08-13
KCHOL,"180,2",2025-08-13
ULKER,"114,5",2025-08-13
GARAN,"148,1",2025-08-13
PETKM,"17,91",2025-08-13
EKGYO,"19,78",2025-08-13
TUPRS,"163,3",2025-08-13
TAVHL,256,2025-08-13
BIMAS,525,2025-08-13
YKBNK,"33,26",2025-08-13
ASELS,"174,2",2025-08-13
PGSUS,257,2025-08-13
CIMSA,"48,66",2025-08-13
ISCTR,"14,73",2025-08-13
MGROS,"503,82",2025-08-13
THYAO,"319,5",2025-08-12
ASTOR,"106,65",2025-08-12
AEFES,"16,96",2025-08-12
GUBRF,"269,75",2025-08-12
FROTO,"106,3",2025-08-12
SASA,"3,31",2025-08-12
PGSUS,268,2025-08-12
TTKOM,"58,2",2025-08-12
MGROS,"539,06",2025-08-12
SISE,"39,52",2025-08-12
TCELL,"97,55",2025-08-12
SAHOL,"98,3",2025-08-12
TOASO,"234,8",2025-08-12
ENKAI,"71,45",2025-08-12
BIMAS,"537,5",2025-08-12
ULKER,"116,1",2025-08-12
TAVHL,"259,25",2025-08-12
PETKM,"17,87",2025-08-12
EREGL,"27,52",2025-08-12
KOZAL,"23,42",2025-08-12
AKBNK,"68,25",2025-08-12
KCHOL,"179,8",2025-08-12
KRDMD,"27,86",2025-08-12
GARAN,"146,3",2025-08-12
ASELS,172,2025-08-12
EKGYO,"19,65",2025-08-12
TUPRS,161,2025-08-12
YKBNK,"33,12",2025-08-12
CIMSA,"48,98",2025-08-12
ISCTR,"14,73",2025-08-12
AEFES,"17,28",2025-08-11
SASA,"3,4",2025-08-11
FROTO,"106,2",2025-08-11
PGSUS,274,2025-08-11
SISE,"40,22",2025-08-11
THYAO,"315,75",2025-08-11
ENKAI,"72,3",2025-08-11
ASTOR,"106,25",2025-08-11
TTKOM,"58,45",2025-08-11
GUBRF,268,2025-08-11
KOZAL,"24,12",2025-08-11
ULKER,"116,8",2025-08-11
MGROS,"541,04",2025-08-11
TCELL,"97,25",2025-08-11
SAHOL,"98,95",2025-08-11
PETKM,"18,18",2025-08-11
TAVHL,261,2025-08-11
TOASO,"233,5",2025-08-11
KCHOL,"182,3",2025-08-11
KRDMD,"28,34",2025-08-11
BIMAS,538,2025-08-11
AKBNK,"68,25",2025-08-11
EREGL,"27,48",2025-08-11
TUPRS,"164,4",2025-08-11
EKGYO,"19,91",2025-08-11
ASELS,"178,7",2025-08-11
CIMSA,"50,1",2025-08-11
GARAN,"146,5",2025-08-11
YKBNK,"33,44",2025-08-11
ISCTR,"14,87",2025-08-11
AEFES,"17,21",2025-08-08
SASA,"3,39",2025-08-08
THYAO,"314,25",2025-08-08
SISE,"39,7",2025-08-08
FROTO,"104,9",2025-08-08
ENKAI,"72,65",2025-08-08
ULKER,"117,5",2025-08-08
PGSUS,"263,75",2025-08-08
MGROS,"540,05",2025-08-08
GUBRF,"264,5",2025-08-08
PETKM,"18,09",2025-08-08
ASTOR,"105,26",2025-08-08
TAVHL,259,2025-08-08
KRDMD,"28,3",2025-08-08
TTKOM,"56,85",2025-08-08
TCELL,"96,3",2025-08-08
SAHOL,"97,05",2025-08-08
KCHOL,"180,3",2025-08-08
BIMAS,"531,5",2025-08-08
TOASO,"230,7",2025-08-08
AKBNK,"67,9",2025-08-08
GARAN,"146,5",2025-08-08
TUPRS,164,2025-08-08
ASELS,"180,5",2025-08-08
EREGL,"27,16",2025-08-08
YKBNK,"33,5",2025-08-08
EKGYO,"19,85",2025-08-08
KOZAL,"23,18",2025-08-08
ISCTR,"14,91",2025-08-08
CIMSA,"49,22",2025-08-08
FROTO,"106,3",2025-08-07
AEFES,"16,78",2025-08-07
SISE,"39,46",2025-08-07
ENKAI,"72,6",2025-08-07
THYAO,309,2025-08-07
KCHOL,"183,1",2025-08-07
ULKER,116,2025-08-07
GUBRF,265,2025-08-07
TOASO,"232,6",2025-08-07
TAVHL,"260,5",2025-08-07
PETKM,"17,84",2025-08-07
SAHOL,"97,3",2025-08-07
ISCTR,"15,14",2025-08-07
PGSUS,"261,75",2025-08-07
GARAN,"148,4",2025-08-07
KRDMD,"28,04",2025-08-07
TTKOM,"56,25",2025-08-07
TCELL,"94,95",2025-08-07
MGROS,"530,62",2025-08-07
AKBNK,"68,55",2025-08-07
TUPRS,"164,3",2025-08-07
EREGL,"27,26",2025-08-07
ASTOR,"102,7",2025-08-07
SASA,"3,17",2025-08-07
EKGYO,"19,85",2025-08-07
BIMAS,"529,5",2025-08-07
ASELS,179,2025-08-07
KOZAL,"23,08",2025-08-07
YKBNK,"33,7",2025-08-07
CIMSA,"49,5",2025-08-07
FROTO,"102,4",2025-08-06
SISE,"39,78",2025-08-06
THYAO,"308,5",2025-08-06
GARAN,"149,6",2025-08-06
GUBRF,"263,5",2025-08-06
AEFES,"16,25",2025-08-06
PETKM,"18,05",2025-08-06
KCHOL,"182,4",2025-08-06
ULKER,"114,9",2025-08-06
KRDMD,"28,28",2025-08-06
ISCTR,"15,03",2025-08-06
TAVHL,"258,5",2025-08-06
PGSUS,"258,25",2025-08-06
TUPRS,167,2025-08-06
BIMAS,534,2025-08-06
TOASO,"229,2",2025-08-06
EREGL,"27,48",2025-08-06
MGROS,"533,1",2025-08-06
SAHOL,"95,7",2025-08-06
SASA,"3,18",2025-08-06
ASTOR,"103,69",2025-08-06
EKGYO,"19,85",2025-08-06
ENKAI,"69,6",2025-08-06
ASELS,"181,6",2025-08-06
YKBNK,"33,08",2025-08-06
TTKOM,"55,05",2025-08-06
KOZAL,"22,92",2025-08-06
AKBNK,"66,7",2025-08-06
TCELL,93,2025-08-06
CIMSA,"49,04",2025-08-06
FROTO,"101,6",2025-08-05
GARAN,150,2025-08-05
ISCTR,"15,31",2025-08-05
KRDMD,"28,22",2025-08-05
GUBRF,263,2025-08-05
KCHOL,"181,1",2025-08-05
ULKER,"113,4",2025-08-05
TOASO,230,2025-08-05
AEFES,"15,69",2025-08-05
PETKM,"17,59",2025-08-05
THYAO,"295,5",2025-08-05
SAHOL,"95,15",2025-08-05
ASELS,"185,1",2025-08-05
EKGYO,"19,95",2025-08-05
SISE,"37,44",2025-08-05
ENKAI,"69,55",2025-08-05
SASA,"3,16",2025-08-05
EREGL,"27,12",2025-08-05
BIMAS,526,2025-08-05
YKBNK,"33,56",2025-08-05
ASTOR,"102,5",2025-08-05
TUPRS,"165,7",2025-08-05
MGROS,"523,67",2025-08-05
TCELL,"93,35",2025-08-05
TAVHL,252,2025-08-05
TTKOM,"55,25",2025-08-05
PGSUS,"252,75",2025-08-05
KOZAL,"23,06",2025-08-05
CIMSA,"49,4",2025-08-05
AKBNK,"66,75",2025-08-05
KCHOL,"182,4",2025-08-01
KRDMD,"28,32",2025-08-01
TOASO,"229,4",2025-08-01
FROTO,"97,45",2025-08-01
GARAN,"145,5",2025-08-01
ISCTR,"14,93",2025-08-01
SAHOL,"95,2",2025-08-01
ASELS,"184,4",2025-08-01
BIMAS,528,2025-08-01
ASTOR,"103,09",2025-08-01
CIMSA,"50,95",2025-08-01
EKGYO,"20,1",2025-08-01
GUBRF,255,2025-08-01
ULKER,"110,9",2025-08-01
TUPRS,"165,9",2025-08-01
SISE,"37,42",2025-08-01
ENKAI,"68,9",2025-08-01
EREGL,"26,94",2025-08-01
AEFES,"15,4",2025-08-01
YKBNK,"33,26",2025-08-01
TCELL,"93,25",2025-08-01
MGROS,"521,19",2025-08-01
PETKM,"17,27",2025-08-01
SASA,"3,12",2025-08-01
