Symbol,Price,Day
THYAO,"288,75",2025-08-01
KOZAL,"23,14",2025-08-01
AKBNK,"66,55",2025-08-01
TTKOM,"54,7",2025-08-01
PGSUS,"249,9",2025-08-01
TAVHL,"241,6",2025-08-01
VAKBN,"27,08",2025-11-17
HALKB,"28,96",2025-11-17
KOZAA,"98,4",2025-11-17
MIATK,"40,48",2025-11-17
ALARK,"88,25",2025-11-17
DOAS,"183,6",2025-11-17
CIMSA,"43,72",2025-11-17
CCOLA,"54,35",2025-11-17
ARCLK,"105,9",2025-11-17
MAVI,"39,12",2025-11-17
OYAKC,"21,6",2025-11-17
DOHOL,"17,1",2025-11-17
SOKM,"45,92",2025-11-17
BRSAN,"480,5",2025-11-17
TSKB,"11,98",2025-11-17
HEKTS,"3,27",2025-11-17
VESTL,"30,42",2025-11-17
TKFEN,"73,25",2025-11-17
KONTR,"27,44",2025-11-17
KUYAS,"41,2",2025-11-17
VAKBN,"26,98",2025-11-14
KOZAA,"96,85",2025-11-14
ALARK,"87,8",2025-11-14
HALKB,"27,04",2025-11-14
CCOLA,"53,9",2025-11-14
DOAS,"180,3",2025-11-14
OYAKC,"21,54",2025-11-14
CIMSA,"43,6",2025-11-14
SOKM,"45,3",2025-11-14
DOHOL,"17,06",2025-11-14
MAVI,"38,1",2025-11-14
ARCLK,"104,2",2025-11-14
BRSAN,"474,5",2025-11-14
TSKB,"11,84",2025-11-14
MIATK,"36,8",2025-11-14
HEKTS,"3,23",2025-11-14
VESTL,"29,88",2025-11-14
TKFEN,"72,05",2025-11-14
KONTR,"26,54",2025-11-14
KUYAS,"39,3",2025-11-14
KOZAA,"98,8",2025-11-13
VAKBN,"26,72",2025-11-13
ALARK,"89,55",2025-11-13
CCOLA,"54,7",2025-11-13
DOAS,"182,8",2025-11-13
OYAKC,"22,04",2025-11-13
CIMSA,"44,58",2025-11-13
SOKM,"46,06",2025-11-13
HALKB,"27,28",2025-11-13
DOHOL,"17,29",2025-11-13
BRSAN,"494,75",2025-11-13
MAVI,"38,56",2025-11-13
ARCLK,"104,5",2025-11-13
TSKB,"11,99",2025-11-13
MIATK,"37,18",2025-11-13
HEKTS,"3,14",2025-11-13
TKFEN,"72,2",2025-11-13
VESTL,"29,94",2025-11-13
KONTR,"27,24",2025-11-13
KUYAS,"39,8",2025-11-13
ALARK,"87,55",2025-11-12
KOZAA,"95,8",2025-11-12
SOKM,"47,16",2025-11-12
VAKBN,"26,04",2025-11-12
CCOLA,55,2025-11-12
DOAS,"180,8",2025-11-12
OYAKC,"21,62",2025-11-12
BRSAN,"489,25",2025-11-12
HALKB,"26,78",2025-11-12
DOHOL,"17,02",2025-11-12
MAVI,39,2025-11-12
MIATK,"37,32",2025-11-12
CIMSA,"42,6",2025-11-12
ARCLK,"103,6",2025-11-12
TSKB,"11,89",2025-11-12
HEKTS,"3,28",2025-11-12
TKFEN,"73,95",2025-11-12
KONTR,"27,46",2025-11-12
VESTL,"30,06",2025-11-12
KUYAS,"42,32",2025-11-12
BRSAN,536,2025-11-11
ALARK,"87,4",2025-11-11
CCOLA,"54,7",2025-11-11
SOKM,"46,72",2025-11-11
DOAS,"181,7",2025-11-11
VAKBN,"24,86",2025-11-11
OYAKC,"21,5",2025-11-11
DOHOL,"17,29",2025-11-11
KOZAA,"88,3",2025-11-11
HALKB,"26,8",2025-11-11
MAVI,"39,04",2025-11-11
MIATK,"37,9",2025-11-11
CIMSA,"42,7",2025-11-11
ARCLK,"104,5",2025-11-11
HEKTS,"3,3",2025-11-11
TSKB,"11,83",2025-11-11
TKFEN,75,2025-11-11
VESTL,"30,84",2025-11-11
KONTR,"27,6",2025-11-11
KUYAS,"43,1",2025-11-11
BRSAN,539,2025-11-10
SOKM,"48,28",2025-11-10
ALARK,"85,95",2025-11-10
CCOLA,"54,85",2025-11-10
OYAKC,"22,2",2025-11-10
MIATK,"39,98",2025-11-10
KOZAA,"90,25",2025-11-10
HALKB,"27,08",2025-11-10
DOHOL,"17,25",2025-11-10
MAVI,"39,84",2025-11-10
DOAS,"178,7",2025-11-10
CIMSA,"44,28",2025-11-10
VAKBN,"24,3",2025-11-10
KONTR,"29,8",2025-11-10
VESTL,"32,66",2025-11-10
ARCLK,"107,3",2025-11-10
HEKTS,"3,38",2025-11-10
TSKB,"12,2",2025-11-10
TKFEN,"78,1",2025-11-10
KUYAS,"45,72",2025-11-10
BRSAN,512,2025-11-07
CCOLA,55,2025-11-07
SOKM,"47,64",2025-11-07
HALKB,"27,54",2025-11-07
MIATK,"39,28",2025-11-07
OYAKC,"21,98",2025-11-07
ALARK,"83,5",2025-11-07
VAKBN,"25,28",2025-11-07
KOZAA,"90,75",2025-11-07
DOHOL,"17,33",2025-11-07
MAVI,"39,9",2025-11-07
DOAS,"179,3",2025-11-07
CIMSA,"44,66",2025-11-07
VESTL,"33,3",2025-11-07
TSKB,"12,61",2025-11-07
KONTR,"29,9",2025-11-07
HEKTS,"3,45",2025-11-07
ARCLK,"108,3",2025-11-07
TKFEN,79,2025-11-07
KUYAS,46,2025-11-07
SOKM,"48,1",2025-11-06
BRSAN,"488,25",2025-11-06
CCOLA,"55,4",2025-11-06
HALKB,"28,48",2025-11-06
MIATK,"40,12",2025-11-06
OYAKC,22,2025-11-06
VAKBN,"25,68",2025-11-06
ALARK,"84,4",2025-11-06
DOHOL,"17,5",2025-11-06
KONTR,31,2025-11-06
TSKB,"13,07",2025-11-06
VESTL,"34,2",2025-11-06
MAVI,"40,38",2025-11-06
DOAS,181,2025-11-06
ARCLK,"112,1",2025-11-06
CIMSA,"45,38",2025-11-06
HEKTS,"3,55",2025-11-06
KOZAA,"87,35",2025-11-06
TKFEN,"81,05",2025-11-06
KUYAS,"48,5",2025-11-06
BRSAN,"492,5",2025-11-05
CCOLA,"54,95",2025-11-05
OYAKC,"21,88",2025-11-05
KONTR,32,2025-11-05
VAKBN,"25,46",2025-11-05
ALARK,"83,4",2025-11-05
MIATK,"38,76",2025-11-05
MAVI,"40,56",2025-11-05
SOKM,"45,04",2025-11-05
VESTL,"34,2",2025-11-05
ARCLK,"112,7",2025-11-05
DOAS,"182,3",2025-11-05
HEKTS,"3,62",2025-11-05
DOHOL,"17,12",2025-11-05
HALKB,"26,76",2025-11-05
KOZAA,"87,35",2025-11-05
CIMSA,"44,94",2025-11-05
TSKB,"12,95",2025-11-05
TKFEN,"82,2",2025-11-05
KUYAS,"49,64",2025-11-05
BRSAN,"490,25",2025-11-04
OYAKC,"21,72",2025-11-04
KONTR,"31,78",2025-11-04
MAVI,"40,68",2025-11-04
VAKBN,"25,04",2025-11-04
SOKM,"44,86",2025-11-04
KOZAA,"89,05",2025-11-04
ARCLK,"112,1",2025-11-04
HEKTS,"3,63",2025-11-04
VESTL,"33,92",2025-11-04
CCOLA,"52,15",2025-11-04
MIATK,"38,18",2025-11-04
ALARK,"82,2",2025-11-04
DOAS,"181,2",2025-11-04
DOHOL,"17,08",2025-11-04
CIMSA,"44,7",2025-11-04
HALKB,"26,66",2025-11-04
TSKB,"12,73",2025-11-04
TKFEN,"81,35",2025-11-04
KUYAS,"47,2",2025-11-04
BRSAN,"477,25",2025-11-03
HEKTS,"3,74",2025-11-03
KOZAA,"90,45",2025-11-03
KONTR,"31,8",2025-11-03
MAVI,"40,94",2025-11-03
VAKBN,"25,22",2025-11-03
OYAKC,"21,44",2025-11-03
CCOLA,"52,65",2025-11-03
TKFEN,"84,35",2025-11-03
SOKM,"45,2",2025-11-03
DOHOL,"17,3",2025-11-03
VESTL,"34,14",2025-11-03
ARCLK,113,2025-11-03
CIMSA,"45,8",2025-11-03
MIATK,"38,92",2025-11-03
HALKB,"27,14",2025-11-03
DOAS,"180,5",2025-11-03
ALARK,"82,1",2025-11-03
TSKB,"12,85",2025-11-03
KUYAS,"49,78",2025-11-03
BRSAN,"481,75",2025-10-31
CIMSA,"47,52",2025-10-31
KONTR,"31,5",2025-10-31
KOZAA,"90,5",2025-10-31
OYAKC,"21,26",2025-10-31
MAVI,"40,3",2025-10-31
TKFEN,"84,2",2025-10-31
SOKM,"44,26",2025-10-31
DOAS,"180,3",2025-10-31
DOHOL,"17,1",2025-10-31
VAKBN,"24,46",2025-10-31
TSKB,"12,89",2025-10-31
KUYAS,"50,9",2025-10-31
ARCLK,"110,6",2025-10-31
CCOLA,"51,4",2025-10-31
HALKB,"26,66",2025-10-31
HEKTS,"3,57",2025-10-31
VESTL,"33,32",2025-10-31
ALARK,"80,7",2025-10-31
MIATK,"37,32",2025-10-31
CIMSA,"47,18",2025-10-30
BRSAN,438,2025-10-30
TKFEN,"84,5",2025-10-30
OYAKC,"20,82",2025-10-30
SOKM,"43,9",2025-10-30
DOAS,"178,2",2025-10-30
KUYAS,"50,8",2025-10-30
MAVI,"39,62",2025-10-30
DOHOL,"17,07",2025-10-30
CCOLA,"51,15",2025-10-30
KOZAA,"86,85",2025-10-30
TSKB,"12,69",2025-10-30
VESTL,"33,1",2025-10-30
HEKTS,"3,47",2025-10-30
VAKBN,"23,98",2025-10-30
ALARK,"80,2",2025-10-30
HALKB,"26,42",2025-10-30
ARCLK,"107,6",2025-10-30
MIATK,37,2025-10-30
KONTR,"28,64",2025-10-30
SOKM,"45,5",2025-10-28
CIMSA,"45,86",2025-10-28
TSKB,"12,9",2025-10-28
OYAKC,"20,8",2025-10-28
KUYAS,51,2025-10-28
DOAS,"177,9",2025-10-28
CCOLA,"50,95",2025-10-28
ALARK,"80,6",2025-10-28
BRSAN,"406,5",2025-10-28
HEKTS,"3,52",2025-10-28
TKFEN,"81,8",2025-10-28
VAKBN,"23,84",2025-10-28
VESTL,"33,06",2025-10-28
MAVI,"39,04",2025-10-28
DOHOL,"16,72",2025-10-28
HALKB,"26,04",2025-10-28
ARCLK,"107,9",2025-10-28
KOZAA,"84,95",2025-10-28
MIATK,"36,72",2025-10-28
KONTR,"28,36",2025-10-28
SOKM,"44,62",2025-10-27
TSKB,"13,02",2025-10-27
HEKTS,"3,58",2025-10-27
KUYAS,"50,7",2025-10-27
CIMSA,"44,9",2025-10-27
OYAKC,"20,88",2025-10-27
DOAS,179,2025-10-27
CCOLA,"51,6",2025-10-27
ALARK,"81,7",2025-10-27
TKFEN,"83,05",2025-10-27
MAVI,"39,74",2025-10-27
BRSAN,410,2025-10-27
VESTL,"33,2",2025-10-27
VAKBN,"23,86",2025-10-27
ARCLK,"109,6",2025-10-27
KOZAA,"86,05",2025-10-27
HALKB,"26,3",2025-10-27
DOHOL,"16,58",2025-10-27
KONTR,"28,98",2025-10-27
MIATK,"36,9",2025-10-27
SOKM,"44,48",2025-10-24
TSKB,"13,34",2025-10-24
HEKTS,"3,63",2025-10-24
CCOLA,"51,6",2025-10-24
KUYAS,"52,5",2025-10-24
ALARK,"82,45",2025-10-24
OYAKC,"20,99",2025-10-24
VAKBN,"24,34",2025-10-24
CIMSA,"44,84",2025-10-24
BRSAN,"418,5",2025-10-24
DOAS,"178,4",2025-10-24
HALKB,"26,76",2025-10-24
TKFEN,83,2025-10-24
MAVI,"39,9",2025-10-24
ARCLK,"111,4",2025-10-24
KOZAA,"87,2",2025-10-24
VESTL,"33,3",2025-10-24
DOHOL,"16,73",2025-10-24
KONTR,"29,76",2025-10-24
MIATK,"37,22",2025-10-24
SOKM,"43,2",2025-10-23
CCOLA,"51,5",2025-10-23
HEKTS,"3,66",2025-10-23
KUYAS,"51,45",2025-10-23
VAKBN,"23,76",2025-10-23
ALARK,"79,75",2025-10-23
OYAKC,"20,51",2025-10-23
DOAS,174,2025-10-23
HALKB,"26,5",2025-10-23
CIMSA,"43,54",2025-10-23
MAVI,"38,5",2025-10-23
TSKB,"12,34",2025-10-23
TKFEN,"81,6",2025-10-23
KOZAA,"86,75",2025-10-23
VESTL,"32,02",2025-10-23
BRSAN,"394,5",2025-10-23
ARCLK,"106,1",2025-10-23
DOHOL,"16,45",2025-10-23
KONTR,29,2025-10-23
MIATK,"36,72",2025-10-23
SOKM,"43,1",2025-10-22
CCOLA,"51,45",2025-10-22
ALARK,"79,4",2025-10-22
VAKBN,"23,4",2025-10-22
MAVI,"38,86",2025-10-22
DOAS,"173,9",2025-10-22
HALKB,"26,42",2025-10-22
OYAKC,"20,17",2025-10-22
CIMSA,"42,88",2025-10-22
HEKTS,"3,33",2025-10-22
TSKB,"12,17",2025-10-22
KUYAS,"48,24",2025-10-22
BRSAN,396,2025-10-22
VESTL,"31,98",2025-10-22
TKFEN,"79,3",2025-10-22
MIATK,"38,3",2025-10-22
KOZAA,"83,25",2025-10-22
DOHOL,"16,74",2025-10-22
ARCLK,"105,8",2025-10-22
KONTR,"28,6",2025-10-22
SOKM,"42,04",2025-10-21
CCOLA,"50,6",2025-10-21
MAVI,"39,22",2025-10-21
HALKB,"26,2",2025-10-21
VAKBN,"23,34",2025-10-21
MIATK,"39,76",2025-10-21
ALARK,"78,55",2025-10-21
CIMSA,"43,22",2025-10-21
HEKTS,"3,33",2025-10-21
DOAS,"172,3",2025-10-21
VESTL,"32,46",2025-10-21
TSKB,"12,21",2025-10-21
OYAKC,"19,94",2025-10-21
DOHOL,"17,15",2025-10-21
KOZAA,"84,7",2025-10-21
BRSAN,398,2025-10-21
KONTR,"29,18",2025-10-21
ARCLK,"106,6",2025-10-21
KUYAS,"46,2",2025-10-21
TKFEN,"78,1",2025-10-21
SOKM,"41,78",2025-10-20
CCOLA,"50,35",2025-10-20
MAVI,"39,2",2025-10-20
HALKB,"26,7",2025-10-20
ALARK,"78,25",2025-10-20
DOAS,173,2025-10-20
KOZAA,"89,45",2025-10-20
VAKBN,"23,16",2025-10-20
MIATK,"39,54",2025-10-20
BRSAN,402,2025-10-20
CIMSA,"42,62",2025-10-20
HEKTS,"3,31",2025-10-20
VESTL,"32,46",2025-10-20
DOHOL,"17,36",2025-10-20
OYAKC,"19,75",2025-10-20
KONTR,"29,84",2025-10-20
ARCLK,"107,5",2025-10-20
TSKB,"11,92",2025-10-20
TKFEN,"78,6",2025-10-20
KUYAS,"46,04",2025-10-20
SOKM,"39,62",2025-10-17
MAVI,"39,16",2025-10-17
CCOLA,"47,48",2025-10-17
DOHOL,"17,48",2025-10-17
DOAS,"172,2",2025-10-17
KONTR,"29,44",2025-10-17
MIATK,"38,86",2025-10-17
KOZAA,"86,35",2025-10-17
ALARK,"76,55",2025-10-17
HALKB,"25,32",2025-10-17
CIMSA,"42,02",2025-10-17
OYAKC,"19,56",2025-10-17
VESTL,"32,18",2025-10-17
HEKTS,"3,21",2025-10-17
KUYAS,"46,98",2025-10-17
BRSAN,"392,5",2025-10-17
VAKBN,"22,2",2025-10-17
TKFEN,77,2025-10-17
ARCLK,"105,8",2025-10-17
TSKB,"11,62",2025-10-17
SOKM,"38,98",2025-10-16
KOZAA,91,2025-10-16
DOHOL,"18,12",2025-10-16
CCOLA,"47,4",2025-10-16
MAVI,"37,94",2025-10-16
KONTR,"30,46",2025-10-16
OYAKC,"20,21",2025-10-16
MIATK,"39,22",2025-10-16
ALARK,"77,55",2025-10-16
DOAS,"170,5",2025-10-16
HALKB,"25,82",2025-10-16
CIMSA,"42,3",2025-10-16
BRSAN,"396,25",2025-10-16
TKFEN,"80,9",2025-10-16
HEKTS,"3,24",2025-10-16
VESTL,"32,2",2025-10-16
KUYAS,"46,42",2025-10-16
VAKBN,"22,4",2025-10-16
ARCLK,"106,9",2025-10-16
TSKB,"11,78",2025-10-16
DOHOL,"18,25",2025-10-15
KONTR,"31,3",2025-10-15
SOKM,"38,22",2025-10-15
OYAKC,"20,57",2025-10-15
KOZAA,"89,75",2025-10-15
TKFEN,"83,4",2025-10-15
MAVI,"38,56",2025-10-15
CCOLA,"46,54",2025-10-15
ALARK,"77,95",2025-10-15
KUYAS,"49,5",2025-10-15
HEKTS,"3,35",2025-10-15
CIMSA,"42,86",2025-10-15
DOAS,"172,4",2025-10-15
HALKB,"25,84",2025-10-15
BRSAN,"400,75",2025-10-15
MIATK,"38,5",2025-10-15
VESTL,"32,5",2025-10-15
ARCLK,"109,1",2025-10-15
TSKB,"12,04",2025-10-15
VAKBN,"22,34",2025-10-15
KONTR,"32,34",2025-10-14
SOKM,"37,5",2025-10-14
OYAKC,"20,25",2025-10-14
TKFEN,"83,1",2025-10-14
DOHOL,"17,58",2025-10-14
BRSAN,"405,5",2025-10-14
KOZAA,"87,5",2025-10-14
ALARK,"77,35",2025-10-14
CCOLA,"45,6",2025-10-14
CIMSA,"42,64",2025-10-14
DOAS,"170,4",2025-10-14
MAVI,"36,94",2025-10-14
MIATK,"38,76",2025-10-14
TSKB,"12,32",2025-10-14
HALKB,"25,14",2025-10-14
HEKTS,"3,24",2025-10-14
KUYAS,"47,12",2025-10-14
ARCLK,"108,5",2025-10-14
VESTL,"31,82",2025-10-14
VAKBN,"22,06",2025-10-14
TKFEN,"86,2",2025-10-13
DOHOL,"17,87",2025-10-13
OYAKC,"20,28",2025-10-13
KONTR,"32,34",2025-10-13
KOZAA,"88,5",2025-10-13
SOKM,"37,44",2025-10-13
TSKB,"13,01",2025-10-13
ALARK,"78,5",2025-10-13
CCOLA,"46,48",2025-10-13
HALKB,"27,06",2025-10-13
BRSAN,"404,25",2025-10-13
MIATK,"39,96",2025-10-13
KUYAS,"49,2",2025-10-13
CIMSA,"42,74",2025-10-13
DOAS,"171,6",2025-10-13
MAVI,"37,22",2025-10-13
HEKTS,"3,27",2025-10-13
ARCLK,"111,4",2025-10-13
VESTL,"32,42",2025-10-13
VAKBN,"23,12",2025-10-13
SOKM,38,2025-10-10
OYAKC,"20,63",2025-10-10
KOZAA,"88,75",2025-10-10
DOHOL,"17,87",2025-10-10
MAVI,"38,56",2025-10-10
BRSAN,"420,75",2025-10-10
CCOLA,"46,9",2025-10-10
TSKB,"13,11",2025-10-10
DOAS,"176,7",2025-10-10
CIMSA,"43,7",2025-10-10
HALKB,"26,9",2025-10-10
TKFEN,"82,75",2025-10-10
KUYAS,"49,8",2025-10-10
ALARK,"78,8",2025-10-10
MIATK,"39,7",2025-10-10
KONTR,"29,4",2025-10-10
ARCLK,"113,5",2025-10-10
HEKTS,"3,37",2025-10-10
VESTL,"33,46",2025-10-10
VAKBN,"23,72",2025-10-10
KOZAA,"92,05",2025-10-09
OYAKC,"20,76",2025-10-09
DOHOL,"17,92",2025-10-09
SOKM,"37,14",2025-10-09
HALKB,"26,94",2025-10-09
CCOLA,"46,82",2025-10-09
TKFEN,"82,35",2025-10-09
TSKB,"12,97",2025-10-09
DOAS,"175,8",2025-10-09
MAVI,38,2025-10-09
CIMSA,"44,04",2025-10-09
ALARK,"78,5",2025-10-09
KUYAS,"50,25",2025-10-09
BRSAN,"406,25",2025-10-09
KONTR,30,2025-10-09
MIATK,"40,08",2025-10-09
ARCLK,"114,2",2025-10-09
HEKTS,"3,36",2025-10-09
VESTL,"33,52",2025-10-09
VAKBN,"23,58",2025-10-09
SOKM,"38,18",2025-10-08
DOHOL,"17,75",2025-10-08
KOZAA,"89,75",2025-10-08
OYAKC,"20,15",2025-10-08
MAVI,"38,24",2025-10-08
CCOLA,47,2025-10-08
DOAS,"176,9",2025-10-08
HALKB,"27,74",2025-10-08
TSKB,"13,08",2025-10-08
KUYAS,50,2025-10-08
ALARK,"78,5",2025-10-08
CIMSA,"43,28",2025-10-08
ARCLK,"116,2",2025-10-08
TKFEN,"80,9",2025-10-08
KONTR,"29,96",2025-10-08
VAKBN,"24,48",2025-10-08
BRSAN,"399,25",2025-10-08
VESTL,"33,8",2025-10-08
MIATK,"39,54",2025-10-08
HEKTS,"3,33",2025-10-08
DOHOL,"17,97",2025-10-07
CCOLA,"47,18",2025-10-07
OYAKC,"20,28",2025-10-07
DOAS,"177,2",2025-10-07
SOKM,37,2025-10-07
MAVI,"38,62",2025-10-07
KOZAA,88,2025-10-07
TKFEN,"84,2",2025-10-07
KUYAS,"50,6",2025-10-07
HALKB,"26,08",2025-10-07
TSKB,13,2025-10-07
ALARK,"79,4",2025-10-07
CIMSA,"43,7",2025-10-07
VAKBN,"24,82",2025-10-07
BRSAN,"407,25",2025-10-07
KONTR,"30,22",2025-10-07
ARCLK,"116,5",2025-10-07
VESTL,"34,52",2025-10-07
HEKTS,"3,4",2025-10-07
MIATK,"38,68",2025-10-07
KOZAA,"88,6",2025-10-06
DOHOL,"17,73",2025-10-06
DOAS,"178,3",2025-10-06
OYAKC,"20,04",2025-10-06
CCOLA,"46,32",2025-10-06
MAVI,"38,08",2025-10-06
SOKM,"36,26",2025-10-06
CIMSA,"43,52",2025-10-06
KONTR,"32,2",2025-10-06
HALKB,"25,94",2025-10-06
TKFEN,82,2025-10-06
TSKB,"12,78",2025-10-06
VAKBN,"25,1",2025-10-06
VESTL,35,2025-10-06
ALARK,"77,8",2025-10-06
KUYAS,"50,5",2025-10-06
ARCLK,"117,1",2025-10-06
MIATK,"39,84",2025-10-06
BRSAN,"401,25",2025-10-06
HEKTS,"3,4",2025-10-06
HALKB,"28,82",2025-10-03
DOHOL,"17,68",2025-10-03
DOAS,"181,1",2025-10-03
KOZAA,"90,55",2025-10-03
CCOLA,"47,12",2025-10-03
SOKM,"37,18",2025-10-03
OYAKC,"20,07",2025-10-03
VAKBN,"25,84",2025-10-03
MAVI,"37,3",2025-10-03
TSKB,"12,87",2025-10-03
ALARK,"79,45",2025-10-03
MIATK,"41,78",2025-10-03
CIMSA,"43,64",2025-10-03
KONTR,"32,6",2025-10-03
TKFEN,83,2025-10-03
KUYAS,50,2025-10-03
BRSAN,"414,75",2025-10-03
VESTL,"35,42",2025-10-03
ARCLK,117,2025-10-03
HEKTS,"3,55",2025-10-03
HALKB,"29,22",2025-10-02
CCOLA,"47,6",2025-10-02
DOAS,180,2025-10-02
DOHOL,"17,65",2025-10-02
SOKM,"37,1",2025-10-02
KOZAA,87,2025-10-02
MAVI,"38,5",2025-10-02
MIATK,"43,34",2025-10-02
OYAKC,"20,07",2025-10-02
TSKB,"13,36",2025-10-02
VAKBN,"26,26",2025-10-02
KONTR,"34,44",2025-10-02
ALARK,"80,8",2025-10-02
CIMSA,"44,2",2025-10-02
VESTL,"36,04",2025-10-02
ARCLK,"120,1",2025-10-02
BRSAN,"413,5",2025-10-02
KUYAS,"49,92",2025-10-02
HEKTS,"3,53",2025-10-02
TKFEN,"80,15",2025-10-02
HALKB,"28,96",2025-10-01
DOHOL,"17,8",2025-10-01
TSKB,"13,82",2025-10-01
CCOLA,"47,3",2025-10-01
DOAS,179,2025-10-01
SOKM,"37,3",2025-10-01
MIATK,"44,62",2025-10-01
KOZAA,"87,35",2025-10-01
VAKBN,"26,98",2025-10-01
OYAKC,"20,25",2025-10-01
CIMSA,"45,42",2025-10-01
MAVI,"37,98",2025-10-01
ALARK,"82,8",2025-10-01
KONTR,"33,5",2025-10-01
VESTL,"36,68",2025-10-01
BRSAN,425,2025-10-01
KUYAS,"50,8",2025-10-01
ARCLK,"121,6",2025-10-01
HEKTS,"3,61",2025-10-01
TKFEN,"81,5",2025-10-01
KOZAA,90,2025-09-30
KONTR,"36,36",2025-09-30
MIATK,"44,46",2025-09-30
DOAS,"175,9",2025-09-30
SOKM,"36,4",2025-09-30
CCOLA,46,2025-09-30
ALARK,"82,3",2025-09-30
DOHOL,"17,13",2025-09-30
OYAKC,"20,21",2025-09-30
TSKB,"13,36",2025-09-30
MAVI,"37,36",2025-09-30
HALKB,"26,34",2025-09-30
DSTKF,667,2025-09-30
ARCLK,"126,5",2025-09-30
VAKBN,"25,6",2025-09-30
VESTL,"36,4",2025-09-30
KUYAS,"52,4",2025-09-30
BRSAN,426,2025-09-30
HEKTS,"3,71",2025-09-30
TKFEN,"81,5",2025-09-30
KOZAA,"88,9",2025-09-29
DSTKF,741,2025-09-29
KONTR,"36,52",2025-09-29
MIATK,45,2025-09-29
ALARK,"82,7",2025-09-29
TSKB,"13,44",2025-09-29
DOAS,"174,9",2025-09-29
HALKB,27,2025-09-29
CCOLA,"45,74",2025-09-29
DOHOL,"16,98",2025-09-29
KUYAS,55,2025-09-29
SOKM,"35,66",2025-09-29
TKFEN,"90,55",2025-09-29
MAVI,"37,3",2025-09-29
BRSAN,"442,75",2025-09-29
OYAKC,"19,77",2025-09-29
HEKTS,"3,82",2025-09-29
ARCLK,"126,6",2025-09-29
VAKBN,"25,76",2025-09-29
VESTL,"36,5",2025-09-29
DSTKF,823,2025-09-26
KONTR,"36,8",2025-09-26
KOZAA,"90,75",2025-09-26
MIATK,"44,72",2025-09-26
ALARK,"84,25",2025-09-26
HALKB,"26,76",2025-09-26
MAVI,"38,1",2025-09-26
DOHOL,"17,18",2025-09-26
DOAS,175,2025-09-26
OYAKC,"20,27",2025-09-26
SOKM,"36,14",2025-09-26
CCOLA,"45,9",2025-09-26
VESTL,"38,04",2025-09-26
BRSAN,442,2025-09-26
HEKTS,"3,92",2025-09-26
TSKB,"13,3",2025-09-26
VAKBN,"26,16",2025-09-26
ARCLK,"129,1",2025-09-26
KUYAS,"51,9",2025-09-26
TKFEN,"89,2",2025-09-26
DSTKF,"748,5",2025-09-25
KOZAA,"88,8",2025-09-25
HALKB,"28,72",2025-09-25
KONTR,"36,1",2025-09-25
KUYAS,"57,05",2025-09-25
DOHOL,"17,7",2025-09-25
HEKTS,"4,04",2025-09-25
ALARK,"85,2",2025-09-25
MIATK,"44,54",2025-09-25
TSKB,"13,73",2025-09-25
OYAKC,"20,53",2025-09-25
MAVI,39,2025-09-25
SOKM,"36,76",2025-09-25
ARCLK,"132,7",2025-09-25
VAKBN,"27,38",2025-09-25
DOAS,"177,9",2025-09-25
VESTL,"38,74",2025-09-25
BRSAN,"456,25",2025-09-25
CCOLA,"46,4",2025-09-25
TKFEN,"90,65",2025-09-25
KONTR,"37,86",2025-09-24
KOZAA,"87,6",2025-09-24
HALKB,"28,24",2025-09-24
KUYAS,"57,5",2025-09-24
