Symbol,Price,Day
DSTKF,"680,5",2025-09-24
OYAKC,"20,88",2025-09-24
ALARK,"85,45",2025-09-24
VESTL,"39,54",2025-09-24
MIATK,44,2025-09-24
TKFEN,"94,5",2025-09-24
TSKB,"13,79",2025-09-24
BRSAN,"459,5",2025-09-24
DOAS,"179,9",2025-09-24
DOHOL,"17,32",2025-09-24
VAKBN,"27,36",2025-09-24
MAVI,"39,52",2025-09-24
ARCLK,"133,7",2025-09-24
HEKTS,"4,01",2025-09-24
CCOLA,"47,02",2025-09-24
SOKM,"36,88",2025-09-24
KONTR,"36,7",2025-09-23
KOZAA,"87,8",2025-09-23
HALKB,"28,42",2025-09-23
KUYAS,"57,8",2025-09-23
DOHOL,"17,77",2025-09-23
MIATK,"44,58",2025-09-23
OYAKC,"21,03",2025-09-23
TKFEN,"93,45",2025-09-23
HEKTS,"4,06",2025-09-23
ARCLK,"135,2",2025-09-23
TSKB,"13,84",2025-09-23
DSTKF,619,2025-09-23
VESTL,"39,26",2025-09-23
BRSAN,455,2025-09-23
ALARK,"83,65",2025-09-23
SOKM,"36,84",2025-09-23
CCOLA,"47,3",2025-09-23
DOAS,"178,7",2025-09-23
VAKBN,"27,38",2025-09-23
MAVI,"38,04",2025-09-23
KONTR,"37,4",2025-09-22
KOZAA,"87,5",2025-09-22
HALKB,"28,92",2025-09-22
KUYAS,"58,1",2025-09-22
MIATK,"46,06",2025-09-22
DSTKF,"652,5",2025-09-22
TKFEN,"95,3",2025-09-22
BRSAN,"472,5",2025-09-22
ALARK,"86,3",2025-09-22
DOHOL,"17,87",2025-09-22
VESTL,"39,96",2025-09-22
TSKB,"14,08",2025-09-22
OYAKC,"20,88",2025-09-22
ARCLK,136,2025-09-22
VAKBN,28,2025-09-22
SOKM,"37,54",2025-09-22
CCOLA,"48,02",2025-09-22
DOAS,"181,8",2025-09-22
HEKTS,"4,05",2025-09-22
MAVI,"37,36",2025-09-22
KONTR,34,2025-09-19
DSTKF,693,2025-09-19
KUYAS,"57,95",2025-09-19
MIATK,"45,58",2025-09-19
TKFEN,"95,65",2025-09-19
BRSAN,"469,5",2025-09-19
KOZAA,"81,8",2025-09-19
HALKB,"26,44",2025-09-19
ARCLK,"136,5",2025-09-19
ALARK,"85,2",2025-09-19
VESTL,"39,3",2025-09-19
DOAS,"180,9",2025-09-19
TSKB,"13,87",2025-09-19
HEKTS,4,2025-09-19
SOKM,"37,1",2025-09-19
CCOLA,"47,74",2025-09-19
OYAKC,"20,49",2025-09-19
VAKBN,"27,42",2025-09-19
DOHOL,"17,14",2025-09-19
MAVI,"37,82",2025-09-19
KONTR,"32,38",2025-09-18
MIATK,"45,4",2025-09-18
DSTKF,"717,5",2025-09-18
KOZAA,"81,6",2025-09-18
KUYAS,56,2025-09-18
ARCLK,"133,4",2025-09-18
BRSAN,"462,5",2025-09-18
VESTL,"39,2",2025-09-18
TKFEN,92,2025-09-18
HALKB,"25,6",2025-09-18
DOAS,179,2025-09-18
SOKM,"36,64",2025-09-18
ALARK,"82,6",2025-09-18
TSKB,"13,6",2025-09-18
HEKTS,"3,93",2025-09-18
VAKBN,"27,12",2025-09-18
OYAKC,"20,19",2025-09-18
DOHOL,"17,03",2025-09-18
CCOLA,"46,68",2025-09-18
MAVI,"38,6",2025-09-18
KONTR,"29,44",2025-09-17
KOZAA,"83,3",2025-09-17
DSTKF,700,2025-09-17
VESTL,"39,8",2025-09-17
BRSAN,"469,5",2025-09-17
MIATK,"44,5",2025-09-17
ARCLK,"135,4",2025-09-17
KUYAS,"54,6",2025-09-17
ALARK,"83,85",2025-09-17
HEKTS,"4,03",2025-09-17
TSKB,"13,87",2025-09-17
HALKB,"25,82",2025-09-17
TKFEN,"93,95",2025-09-17
DOAS,"179,7",2025-09-17
SOKM,"37,14",2025-09-17
VAKBN,"27,4",2025-09-17
DOHOL,"17,53",2025-09-17
MAVI,"40,32",2025-09-17
OYAKC,"20,3",2025-09-17
CCOLA,"46,94",2025-09-17
KOZAA,"82,75",2025-09-16
ARCLK,136,2025-09-16
VAKBN,"28,8",2025-09-16
KONTR,"26,78",2025-09-16
VESTL,"39,86",2025-09-16
HALKB,"26,08",2025-09-16
BRSAN,"471,5",2025-09-16
ALARK,"85,2",2025-09-16
TSKB,"13,98",2025-09-16
DOAS,"181,2",2025-09-16
DSTKF,"636,5",2025-09-16
MAVI,"42,02",2025-09-16
MIATK,"43,28",2025-09-16
HEKTS,4,2025-09-16
CCOLA,"48,22",2025-09-16
TKFEN,"90,8",2025-09-16
SOKM,"37,4",2025-09-16
DOHOL,"17,53",2025-09-16
OYAKC,"20,51",2025-09-16
KUYAS,"52,15",2025-09-16
VAKBN,"28,48",2025-09-15
KOZAA,"79,5",2025-09-15
TSKB,"14,01",2025-09-15
VESTL,39,2025-09-15
ARCLK,"131,9",2025-09-15
ALARK,"83,25",2025-09-15
HALKB,"25,8",2025-09-15
DOAS,"178,7",2025-09-15
CCOLA,"48,38",2025-09-15
BRSAN,"454,5",2025-09-15
MIATK,"42,14",2025-09-15
KONTR,"25,5",2025-09-15
HEKTS,"4,02",2025-09-15
SOKM,"37,02",2025-09-15
MAVI,"40,94",2025-09-15
DOHOL,"17,29",2025-09-15
OYAKC,"20,21",2025-09-15
KUYAS,"52,85",2025-09-15
DSTKF,579,2025-09-15
TKFEN,"89,45",2025-09-15
VAKBN,"26,62",2025-09-12
KOZAA,"75,7",2025-09-12
TSKB,"13,13",2025-09-12
ARCLK,"123,4",2025-09-12
MIATK,"41,42",2025-09-12
VESTL,"36,92",2025-09-12
HALKB,"24,1",2025-09-12
DOAS,"169,6",2025-09-12
MAVI,"39,98",2025-09-12
CCOLA,"45,74",2025-09-12
ALARK,"78,1",2025-09-12
BRSAN,"425,5",2025-09-12
KONTR,"24,02",2025-09-12
SOKM,"35,1",2025-09-12
KUYAS,"50,95",2025-09-12
OYAKC,"19,25",2025-09-12
DOHOL,"16,45",2025-09-12
HEKTS,"3,69",2025-09-12
DSTKF,"526,5",2025-09-12
TKFEN,"81,35",2025-09-12
MIATK,42,2025-09-11
KOZAA,"75,95",2025-09-11
TSKB,"13,06",2025-09-11
VAKBN,"26,3",2025-09-11
VESTL,"36,66",2025-09-11
ALARK,"78,95",2025-09-11
BRSAN,"440,25",2025-09-11
DOAS,"169,9",2025-09-11
ARCLK,"121,9",2025-09-11
CCOLA,"45,76",2025-09-11
KONTR,"24,14",2025-09-11
MAVI,"39,7",2025-09-11
SOKM,"35,46",2025-09-11
HALKB,"23,66",2025-09-11
KUYAS,"50,75",2025-09-11
DOHOL,"16,32",2025-09-11
OYAKC,"19,39",2025-09-11
HEKTS,"3,7",2025-09-11
DSTKF,"584,5",2025-09-11
TKFEN,"82,3",2025-09-11
VAKBN,"27,16",2025-09-10
TSKB,"13,45",2025-09-10
MIATK,42,2025-09-10
ARCLK,"126,2",2025-09-10
BRSAN,"449,75",2025-09-10
HALKB,"24,74",2025-09-10
KOZAA,75,2025-09-10
VESTL,"37,28",2025-09-10
CCOLA,"46,2",2025-09-10
KONTR,"24,94",2025-09-10
ALARK,"79,1",2025-09-10
DOAS,171,2025-09-10
KUYAS,"51,8",2025-09-10
DOHOL,"16,87",2025-09-10
OYAKC,"19,94",2025-09-10
TKFEN,"91,4",2025-09-10
MAVI,"39,7",2025-09-10
DSTKF,649,2025-09-10
HEKTS,"3,86",2025-09-10
SOKM,"35,94",2025-09-10
MIATK,"42,36",2025-09-09
TSKB,"13,31",2025-09-09
DOHOL,"17,24",2025-09-09
KOZAA,"74,05",2025-09-09
CCOLA,"46,66",2025-09-09
VAKBN,"26,64",2025-09-09
BRSAN,"449,5",2025-09-09
ALARK,"79,4",2025-09-09
DSTKF,721,2025-09-09
KUYAS,"52,5",2025-09-09
DOAS,"170,5",2025-09-09
HALKB,"24,48",2025-09-09
KONTR,"24,86",2025-09-09
VESTL,"36,96",2025-09-09
ARCLK,"121,8",2025-09-09
MAVI,"40,22",2025-09-09
OYAKC,"19,98",2025-09-09
TKFEN,91,2025-09-09
SOKM,"35,8",2025-09-09
HEKTS,"3,84",2025-09-09
MIATK,"41,8",2025-09-08
DSTKF,801,2025-09-08
KOZAA,75,2025-09-08
CCOLA,"47,66",2025-09-08
DOHOL,"17,56",2025-09-08
KUYAS,"52,4",2025-09-08
BRSAN,"449,5",2025-09-08
TSKB,"13,1",2025-09-08
VAKBN,"26,2",2025-09-08
DOAS,"171,6",2025-09-08
KONTR,"24,8",2025-09-08
MAVI,"40,58",2025-09-08
HALKB,"24,26",2025-09-08
ARCLK,"122,6",2025-09-08
OYAKC,"20,13",2025-09-08
ALARK,"78,5",2025-09-08
SOKM,"35,94",2025-09-08
VESTL,"36,28",2025-09-08
TKFEN,"91,85",2025-09-08
HEKTS,"3,77",2025-09-08
DSTKF,890,2025-09-05
MIATK,"43,08",2025-09-05
KOZAA,"79,35",2025-09-05
KUYAS,"54,8",2025-09-05
DOHOL,"17,86",2025-09-05
CCOLA,"47,82",2025-09-05
BRSAN,"458,5",2025-09-05
KONTR,"26,02",2025-09-05
SOKM,"38,08",2025-09-05
MAVI,42,2025-09-05
DOAS,"175,6",2025-09-05
VAKBN,"27,12",2025-09-05
TSKB,"13,42",2025-09-05
VESTL,"37,86",2025-09-05
HEKTS,"4,04",2025-09-05
HALKB,"24,98",2025-09-05
ARCLK,"125,4",2025-09-05
OYAKC,"20,51",2025-09-05
ALARK,"80,2",2025-09-05
TKFEN,"94,6",2025-09-05
DSTKF,870,2025-09-04
MIATK,"42,54",2025-09-04
KOZAA,"78,2",2025-09-04
KUYAS,"57,55",2025-09-04
MAVI,"43,54",2025-09-04
CCOLA,49,2025-09-04
BRSAN,"467,5",2025-09-04
KONTR,"26,9",2025-09-04
DOHOL,"17,9",2025-09-04
SOKM,"38,74",2025-09-04
HEKTS,"4,19",2025-09-04
TSKB,"13,51",2025-09-04
VESTL,"38,68",2025-09-04
VAKBN,"27,44",2025-09-04
DOAS,"177,8",2025-09-04
ARCLK,"127,7",2025-09-04
HALKB,"25,34",2025-09-04
ALARK,"81,45",2025-09-04
OYAKC,"20,9",2025-09-04
TKFEN,"95,75",2025-09-04
DSTKF,850,2025-09-03
MIATK,"42,9",2025-09-03
KOZAA,"77,3",2025-09-03
BRSAN,"476,25",2025-09-03
MAVI,"43,3",2025-09-03
SOKM,"39,1",2025-09-03
KUYAS,"54,45",2025-09-03
DOHOL,"17,87",2025-09-03
CCOLA,"47,88",2025-09-03
VESTL,"38,82",2025-09-03
HEKTS,"4,22",2025-09-03
DOAS,"178,2",2025-09-03
KONTR,"26,4",2025-09-03
TSKB,"13,15",2025-09-03
TKFEN,"98,85",2025-09-03
VAKBN,"26,52",2025-09-03
ARCLK,"126,5",2025-09-03
ALARK,"81,15",2025-09-03
HALKB,"24,5",2025-09-03
OYAKC,"20,57",2025-09-03
DSTKF,820,2025-09-02
MIATK,"42,3",2025-09-02
BRSAN,480,2025-09-02
KOZAA,"77,55",2025-09-02
MAVI,44,2025-09-02
SOKM,"39,34",2025-09-02
TSKB,"13,95",2025-09-02
VAKBN,"28,3",2025-09-02
KUYAS,"55,25",2025-09-02
VESTL,"39,74",2025-09-02
DOHOL,"17,97",2025-09-02
HEKTS,"4,38",2025-09-02
CCOLA,"48,02",2025-09-02
KONTR,"26,2",2025-09-02
HALKB,"26,08",2025-09-02
ARCLK,"129,7",2025-09-02
DOAS,"177,6",2025-09-02
TKFEN,99,2025-09-02
ALARK,"83,05",2025-09-02
OYAKC,"21,33",2025-09-02
DSTKF,"792,5",2025-09-01
BRSAN,"485,75",2025-09-01
MIATK,"42,92",2025-09-01
VESTL,"41,64",2025-09-01
MAVI,45,2025-09-01
KOZAA,"78,45",2025-09-01
TSKB,"14,53",2025-09-01
SOKM,"40,78",2025-09-01
DOHOL,"18,74",2025-09-01
VAKBN,"28,86",2025-09-01
KUYAS,"56,15",2025-09-01
HALKB,"27,1",2025-09-01
CCOLA,"49,58",2025-09-01
ARCLK,"135,4",2025-09-01
DOAS,"185,8",2025-09-01
KONTR,"27,08",2025-09-01
HEKTS,"4,34",2025-09-01
TKFEN,"103,7",2025-09-01
ALARK,"87,75",2025-09-01
OYAKC,"22,63",2025-09-01
DSTKF,760,2025-08-29
BRSAN,510,2025-08-29
VESTL,"42,3",2025-08-29
MIATK,"41,62",2025-08-29
KOZAA,79,2025-08-29
MAVI,"44,68",2025-08-29
TSKB,"14,51",2025-08-29
SOKM,"40,34",2025-08-29
DOHOL,"19,24",2025-08-29
KONTR,"27,58",2025-08-29
VAKBN,"28,8",2025-08-29
KUYAS,"56,2",2025-08-29
ARCLK,137,2025-08-29
DOAS,"189,1",2025-08-29
CCOLA,"49,3",2025-08-29
OYAKC,"23,32",2025-08-29
HEKTS,"4,38",2025-08-29
HALKB,"26,76",2025-08-29
TKFEN,"104,5",2025-08-29
ALARK,"87,75",2025-08-29
DSTKF,730,2025-08-28
BRSAN,"499,25",2025-08-28
VESTL,"43,08",2025-08-28
MAVI,"44,6",2025-08-28
SOKM,"40,72",2025-08-28
MIATK,"41,68",2025-08-28
KOZAA,"77,9",2025-08-28
DOHOL,"19,5",2025-08-28
TSKB,"14,4",2025-08-28
VAKBN,29,2025-08-28
TKFEN,"108,6",2025-08-28
KONTR,"28,2",2025-08-28
KUYAS,"56,75",2025-08-28
OYAKC,"23,87",2025-08-28
ARCLK,"141,2",2025-08-28
CCOLA,"49,7",2025-08-28
HALKB,"27,26",2025-08-28
HEKTS,"4,64",2025-08-28
ALARK,"88,85",2025-08-28
DOAS,"188,9",2025-08-28
DSTKF,710,2025-08-27
BRSAN,454,2025-08-27
KONTR,"29,34",2025-08-27
MIATK,"41,7",2025-08-27
SOKM,"40,6",2025-08-27
MAVI,"44,1",2025-08-27
VESTL,"40,76",2025-08-27
VAKBN,"29,12",2025-08-27
TSKB,"14,3",2025-08-27
TKFEN,"109,5",2025-08-27
KOZAA,"76,5",2025-08-27
DOHOL,"19,3",2025-08-27
KUYAS,"56,4",2025-08-27
CCOLA,"50,55",2025-08-27
ARCLK,"142,4",2025-08-27
HALKB,"27,24",2025-08-27
HEKTS,"4,54",2025-08-27
OYAKC,"23,62",2025-08-27
ALARK,"89,75",2025-08-27
DOAS,"189,1",2025-08-27
BRSAN,479,2025-08-26
DSTKF,"645,5",2025-08-26
KONTR,"30,46",2025-08-26
TKFEN,113,2025-08-26
SOKM,"41,3",2025-08-26
MIATK,"41,46",2025-08-26
MAVI,44,2025-08-26
VAKBN,"29,78",2025-08-26
KUYAS,59,2025-08-26
KOZAA,78,2025-08-26
VESTL,"40,68",2025-08-26
OYAKC,"24,5",2025-08-26
TSKB,"14,31",2025-08-26
HALKB,"28,04",2025-08-26
CCOLA,"51,5",2025-08-26
DOHOL,"19,3",2025-08-26
ALARK,"92,2",2025-08-26
HEKTS,"4,75",2025-08-26
ARCLK,"142,3",2025-08-26
DOAS,196,2025-08-26
DSTKF,633,2025-08-25
KONTR,"30,42",2025-08-25
BRSAN,"435,5",2025-08-25
MIATK,43,2025-08-25
TKFEN,"113,7",2025-08-25
SOKM,"41,16",2025-08-25
HEKTS,"4,96",2025-08-25
VESTL,"41,1",2025-08-25
MAVI,"43,68",2025-08-25
KOZAA,"78,7",2025-08-25
VAKBN,"29,42",2025-08-25
OYAKC,"24,64",2025-08-25
HALKB,"28,24",2025-08-25
TSKB,"14,27",2025-08-25
ALARK,"93,95",2025-08-25
ARCLK,"144,7",2025-08-25
DOHOL,"19,45",2025-08-25
KUYAS,"58,6",2025-08-25
CCOLA,"51,5",2025-08-25
DOAS,"199,3",2025-08-25
DSTKF,605,2025-08-22
KONTR,"27,66",2025-08-22
TKFEN,"112,5",2025-08-22
BRSAN,396,2025-08-22
MIATK,"40,46",2025-08-22
MAVI,"43,46",2025-08-22
OYAKC,"24,29",2025-08-22
VAKBN,"28,98",2025-08-22
ARCLK,"145,8",2025-08-22
TSKB,"14,27",2025-08-22
KOZAA,"76,75",2025-08-22
SOKM,"39,6",2025-08-22
ALARK,"94,4",2025-08-22
DOHOL,"19,37",2025-08-22
HALKB,"28,04",2025-08-22
VESTL,40,2025-08-22
CCOLA,"51,35",2025-08-22
HEKTS,"4,68",2025-08-22
DOAS,"195,2",2025-08-22
KUYAS,"55,8",2025-08-22
MIATK,"40,42",2025-08-21
KONTR,28,2025-08-21
DSTKF,"599,5",2025-08-21
BRSAN,"396,75",2025-08-21
OYAKC,"24,39",2025-08-21
TSKB,"14,28",2025-08-21
MAVI,"42,98",2025-08-21
HEKTS,"4,78",2025-08-21
VAKBN,"28,68",2025-08-21
DOHOL,"19,3",2025-08-21
ARCLK,"145,7",2025-08-21
TKFEN,"105,5",2025-08-21
VESTL,"39,84",2025-08-21
HALKB,"27,76",2025-08-21
SOKM,"38,88",2025-08-21
KOZAA,"74,95",2025-08-21
ALARK,"92,35",2025-08-21
DOAS,"196,6",2025-08-21
CCOLA,"50,45",2025-08-21
KUYAS,"55,5",2025-08-21
KONTR,"26,88",2025-08-20
DOHOL,"19,63",2025-08-20
BRSAN,394,2025-08-20
OYAKC,"24,41",2025-08-20
ARCLK,"145,1",2025-08-20
TSKB,"14,05",2025-08-20
HEKTS,"4,61",2025-08-20
MIATK,"38,62",2025-08-20
MAVI,"41,94",2025-08-20
VAKBN,"28,24",2025-08-20
TKFEN,"103,8",2025-08-20
VESTL,"38,9",2025-08-20
DSTKF,545,2025-08-20
DOAS,"196,1",2025-08-20
HALKB,"27,36",2025-08-20
KOZAA,"73,05",2025-08-20
KUYAS,"56,95",2025-08-20
SOKM,"38,24",2025-08-20
CCOLA,50,2025-08-20
ALARK,"90,3",2025-08-20
KONTR,"27,24",2025-08-19
HEKTS,"4,78",2025-08-19
DOHOL,"19,59",2025-08-19
DOAS,"204,3",2025-08-19
MIATK,"38,4",2025-08-19
ARCLK,"143,7",2025-08-19
BRSAN,379,2025-08-19
TSKB,"13,81",2025-08-19
OYAKC,"23,28",2025-08-19
VESTL,"38,52",2025-08-19
TKFEN,"101,9",2025-08-19
MAVI,"40,8",2025-08-19
SOKM,"37,76",2025-08-19
KOZAA,"72,15",2025-08-19
DSTKF,545,2025-08-19
VAKBN,"27,66",2025-08-19
KUYAS,"55,55",2025-08-19
HALKB,"26,84",2025-08-19
CCOLA,"49,52",2025-08-19
ALARK,"87,8",2025-08-19
HEKTS,"4,99",2025-08-18
KONTR,"27,6",2025-08-18
DOHOL,"19,25",2025-08-18
ARCLK,"145,3",2025-08-18
BRSAN,391,2025-08-18
MIATK,"38,36",2025-08-18
VESTL,"39,3",2025-08-18
DOAS,"199,5",2025-08-18
OYAKC,"23,45",2025-08-18
KOZAA,"74,35",2025-08-18
SOKM,"38,54",2025-08-18
TSKB,"13,68",2025-08-18
TKFEN,"101,8",2025-08-18
KUYAS,"54,7",2025-08-18
HALKB,"27,06",2025-08-18
CCOLA,"49,94",2025-08-18
MAVI,"40,38",2025-08-18
DSTKF,515,2025-08-18
VAKBN,"27,12",2025-08-18
ALARK,"90,5",2025-08-18
HEKTS,"4,97",2025-08-15
DOHOL,"19,11",2025-08-15
MIATK,"38,8",2025-08-15
KONTR,"25,1",2025-08-15
ARCLK,140,2025-08-15
VESTL,"39,08",2025-08-15
SOKM,"38,88",2025-08-15
DOAS,"196,1",2025-08-15
KUYAS,"56,6",2025-08-15
KOZAA,73,2025-08-15
OYAKC,"22,92",2025-08-15
TKFEN,"101,8",2025-08-15
BRSAN,370,2025-08-15
TSKB,"13,5",2025-08-15
HALKB,"27,26",2025-08-15
CCOLA,"50,3",2025-08-15
MAVI,"40,44",2025-08-15
DSTKF,"503,5",2025-08-15
ALARK,"90,6",2025-08-15
VAKBN,"27,26",2025-08-15
HEKTS,"4,62",2025-08-14
DOHOL,"18,99",2025-08-14
ARCLK,139,2025-08-14
KUYAS,"59,2",2025-08-14
DOAS,"193,7",2025-08-14
OYAKC,"22,84",2025-08-14
MIATK,37,2025-08-14
KOZAA,"72,3",2025-08-14
BRSAN,"365,25",2025-08-14
VESTL,"37,96",2025-08-14
SOKM,"37,3",2025-08-14
HALKB,"27,42",2025-08-14
CCOLA,"49,74",2025-08-14
TKFEN,"99,5",2025-08-14
TSKB,"13,39",2025-08-14
DSTKF,535,2025-08-14
MAVI,"39,98",2025-08-14
ALARK,"90,85",2025-08-14
VAKBN,"27,46",2025-08-14
KONTR,"23,64",2025-08-14
HEKTS,"4,52",2025-08-13
DOHOL,"18,12",2025-08-13
ARCLK,"138,9",2025-08-13
KUYAS,"59,95",2025-08-13
MIATK,"37,22",2025-08-13
DSTKF,594,2025-08-13
DOAS,"193,5",2025-08-13
BRSAN,375,2025-08-13
SOKM,"37,78",2025-08-13
KOZAA,"71,65",2025-08-13
OYAKC,"22,84",2025-08-13
CCOLA,"50,15",2025-08-13
MAVI,"40,84",2025-08-13
HALKB,"27,22",2025-08-13
KONTR,"23,8",2025-08-13
VESTL,"37,72",2025-08-13
ALARK,"92,55",2025-08-13
TSKB,"13,38",2025-08-13
TKFEN,"99,65",2025-08-13
VAKBN,"27,4",2025-08-13
DSTKF,660,2025-08-12
HEKTS,"4,34",2025-08-12
DOHOL,"17,76",2025-08-12
MIATK,"38,4",2025-08-12
BRSAN,374,2025-08-12
ARCLK,"138,5",2025-08-12
SOKM,"38,38",2025-08-12
DOAS,"192,8",2025-08-12
OYAKC,"22,77",2025-08-12
CCOLA,"51,05",2025-08-12
KOZAA,"71,8",2025-08-12
KONTR,"24,38",2025-08-12
KUYAS,"54,5",2025-08-12
ALARK,"92,65",2025-08-12
MAVI,41,2025-08-12
VESTL,"37,84",2025-08-12
TKFEN,100,2025-08-12
HALKB,"27,12",2025-08-12
VAKBN,"27,72",2025-08-12
TSKB,"13,3",2025-08-12
DSTKF,635,2025-08-11
HEKTS,"4,31",2025-08-11
MIATK,"38,94",2025-08-11
DOHOL,"17,24",2025-08-11
DOAS,"195,6",2025-08-11
BRSAN,382,2025-08-11
ARCLK,"137,2",2025-08-11
KONTR,"25,66",2025-08-11
OYAKC,"23,38",2025-08-11
SOKM,"38,54",2025-08-11
CCOLA,"51,7",2025-08-11
ALARK,"95,95",2025-08-11
VESTL,"38,64",2025-08-11
KOZAA,"72,5",2025-08-11
HALKB,"27,5",2025-08-11
MAVI,"41,18",2025-08-11
TSKB,"13,59",2025-08-11
VAKBN,"28,16",2025-08-11
TKFEN,"101,2",2025-08-11
KUYAS,"53,1",2025-08-11
DSTKF,616,2025-08-08
HEKTS,"4,29",2025-08-08
BRSAN,378,2025-08-08
DOHOL,"17,06",2025-08-08
ARCLK,"136,5",2025-08-08
DOAS,"193,8",2025-08-08
MIATK,"36,66",2025-08-08
CCOLA,"51,7",2025-08-08
SOKM,"38,26",2025-08-08
ALARK,"95,45",2025-08-08
OYAKC,"22,99",2025-08-08
KONTR,"24,72",2025-08-08
VAKBN,"28,78",2025-08-08
VESTL,"38,58",2025-08-08
HALKB,"27,74",2025-08-08
KUYAS,"55,3",2025-08-08
MAVI,"41,22",2025-08-08
TSKB,"13,63",2025-08-08
KOZAA,"69,9",2025-08-08
TKFEN,"101,1",2025-08-08
DSTKF,594,2025-08-07
ARCLK,"138,2",2025-08-07
DOHOL,"17,01",2025-08-07
BRSAN,"377,5",2025-08-07
DOAS,"195,6",2025-08-07
ALARK,"96,8",2025-08-07
MIATK,"37,4",2025-08-07
HEKTS,"4,07",2025-08-07
CCOLA,"51,7",2025-08-07
SOKM,"38,2",2025-08-07
HALKB,"28,26",2025-08-07
TSKB,"14,03",2025-08-07
VESTL,"38,98",2025-08-07
KONTR,"25,14",2025-08-07
VAKBN,"29,08",2025-08-07
MAVI,"41,54",2025-08-07
OYAKC,"22,61",2025-08-07
KOZAA,"71,5",2025-08-07
KUYAS,"54,3",2025-08-07
TKFEN,101,2025-08-07
DSTKF,582,2025-08-06
ARCLK,138,2025-08-06
BRSAN,377,2025-08-06
ALARK,98,2025-08-06
HEKTS,"4,11",2025-08-06
DOHOL,"16,58",2025-08-06
KONTR,"25,22",2025-08-06
HALKB,"28,28",2025-08-06
MIATK,"36,5",2025-08-06
VAKBN,"29,38",2025-08-06
SOKM,"38,2",2025-08-06
DOAS,"190,4",2025-08-06
VESTL,"39,34",2025-08-06
TSKB,"14,09",2025-08-06
CCOLA,"50,9",2025-08-06
MAVI,"41,5",2025-08-06
OYAKC,"22,44",2025-08-06
KUYAS,"54,4",2025-08-06
TKFEN,"103,6",2025-08-06
KOZAA,"71,45",2025-08-06
DSTKF,568,2025-08-05
ARCLK,"137,8",2025-08-05
HALKB,"29,02",2025-08-05
TSKB,"14,19",2025-08-05
ALARK,"95,8",2025-08-05
KONTR,"25,32",2025-08-05
MIATK,"36,8",2025-08-05
HEKTS,"3,97",2025-08-05
VESTL,"39,12",2025-08-05
DOAS,"189,5",2025-08-05
SOKM,"38,3",2025-08-05
DOHOL,"16,26",2025-08-05
VAKBN,"29,42",2025-08-05
BRSAN,"362,75",2025-08-05
MAVI,"42,18",2025-08-05
OYAKC,"22,56",2025-08-05
KUYAS,"56,9",2025-08-05
CCOLA,"50,2",2025-08-05
TKFEN,"105,3",2025-08-05
KOZAA,"72,8",2025-08-05
DSTKF,546,2025-08-01
HEKTS,"4,05",2025-08-01
KONTR,"25,22",2025-08-01
HALKB,"28,18",2025-08-01
VESTL,"39,7",2025-08-01
ALARK,"93,95",2025-08-01
BRSAN,"359,5",2025-08-01
DOHOL,"16,22",2025-08-01
ARCLK,128,2025-08-01
TSKB,"13,87",2025-08-01
MIATK,"35,74",2025-08-01
MAVI,"41,96",2025-08-01
VAKBN,"28,86",2025-08-01
OYAKC,"22,96",2025-08-01
DOAS,"185,2",2025-08-01
SOKM,"37,1",2025-08-01
CCOLA,50,2025-08-01
KUYAS,"55,6",2025-08-01
TKFEN,"105,9",2025-08-01
KOZAA,"73,05",2025-08-01
